파일명,라벨1,확률1(%),라벨2,확률2(%),라벨3,확률3(%)
박물관_전곡선사박물관_738.jpg,An image of a modern pharmacy counter with digital displays.,32.9,A photo of a bright drugstore with various skincare items.,27.92,A photo of a pharmacist arranging medicine boxes on shelves.,8.33
박물관_전곡선사박물관_739.jpg,a photo of a cozy nursery with pastel decor,52.03,an image of a bright nursery with playful animal prints,26.6,an image of a nursery filled with colorful toys,4.7
박물관_전곡선사박물관_740.jpg,a photo of an empty office meeting room with chairs,25.31,a photo of a veterinarian comforting a nervous kitten,23.38,A photo of a legislative chamber featuring a large central podium.,9.24
박물관_증권박물관 부산관_1676.jpg,an image of an office space with large windows and plants,32.48,a photo of a modern office with sleek workstations,30.4,a photo of a vet clinic with medical equipment,15.53
박물관_짜장면박물관_1195.jpg,An image of workers assembling a building framework.,48.0,An image of workers unloading at a large loading dock.,26.21,An image of scaffolding surrounding an unfinished structure.,19.52
박물관_짜장면박물관_1197.jpg,an image of a barista preparing drinks in a coffee shop,36.13,A photo of a chef preparing dishes in a restaurant.,12.11,An image of a vintage-style ice cream parlor counter.,10.99
박물관_철도박물관_717.jpg,an image of elegant rings showcased in a jewelry shop,30.83,a photo of sparkling necklaces in a jewelry shop display,22.11,An image of a pristine clean room featuring advanced machinery.,19.35
박물관_철도박물관_718.jpg,A photo of kids enjoying scoops at an ice cream parlor.,96.81,An image of a bustling ice cream parlor interior.,1.75,A photo of ice cream sundaes topped with cherries.,0.6
박물관_철도박물관_719.jpg,an image of a large hangar with open doors,57.47,an image of a hangar surrounded by open fields,18.86,a photo of an outdoor hangar under a clear sky,5.02
박물관_청계천박물관_232.jpg,An image of a museum indoor space featuring historical displays.,85.48,A photo of a museum indoor exhibit with ancient artifacts.,9.69,An image of a museum indoor hall showcasing sculptures.,1.58
박물관_청계천박물관_234.jpg,An image of interactive displays at a science museum.,50.65,A photo of vintage scientific instruments in a science museum.,23.1,A photo of a futuristic exhibit in a science museum.,14.1
박물관_한국근대문학관_1219.jpg,an image of a campus building under a clear blue sky,88.64,A photo of a modern glass office building under blue skies.,9.33,an image of a campus courtyard with students relaxing,0.71
박물관_한국근현대사박물관_737.jpg,an image of a nursery filled with colorful toys,52.83,an image of a bright nursery with playful animal prints,14.95,An image of a child's room featuring bright wall art.,8.9
박물관_한국만화박물관_713.jpg,an image of a grand amphitheater surrounded by lush greenery,87.91,an image of an amphitheater with a central stage and arches,4.26,An image of a roller coaster in an amusement park.,2.16
박물관_한국은행 화폐박물관_217.jpg,a photo of an indoor booth in a modern setting,34.5,an image of a sleek indoor booth with lighting,32.05,a photo of an indoor booth with vibrant decor,14.84
박물관_한국은행 화폐박물관_218.jpg,an image of fresh vegetables growing in the garden,23.61,a photo of a serene zen garden with raked sand,19.15,a photo of various vegetables thriving in the soil,18.18
박물관_한국은행 화폐박물관_219.jpg,A photo of a pharmacist arranging medicine boxes on shelves.,18.42,A photo of a bright drugstore with various skincare items.,15.1,a photo of an indoor booth in a modern setting,14.72
박물관_한국이민사박물관_1202.jpg,A photo of dusty documents in an archive.,45.73,An image of elevator doors with a minimalist design in an office.,23.91,An image of closed elevator doors with a digital floor display.,11.39
박물관_한국이민사박물관_1203.jpg,A photo of a museum with striking modern architecture.,67.42,A photo of a museum entrance surrounded by lush gardens.,17.83,A photo of a hospital exterior with ambulances parked.,7.57
박물관_한성백제박물관_220.jpg,a photo of a spacious plaza surrounded by tall buildings,73.07,an image of a hangar surrounded by open fields,7.24,a photo of aircraft parked near an outdoor hangar,6.74
박물관_한성백제박물관_221.jpg,A photo of a museum indoor exhibit with ancient artifacts.,96.75,An image of a bustling indoor flea market display.,1.01,An image of a museum indoor space featuring historical displays.,0.78
박물관_허준박물관_229.jpg,An image of children exploring a science museum exhibit.,95.79,An image of interactive displays at a science museum.,1.28,An image of a museum indoor hall showcasing sculptures.,1.2
박물관_허준박물관_230.jpg,A photo of a museum indoor exhibit with ancient artifacts.,39.68,An image of a museum indoor space featuring historical displays.,27.99,An image of organized shelves in an archive.,10.78
박물관_허준박물관_231.jpg,an image of a tranquil zen garden featuring stone lanterns,56.14,a photo of a meditative zen garden surrounded by bamboo,22.13,a photo of a serene zen garden with raked sand,14.21
봉수대_황령산 봉수대_1677.jpg,an image of misty mountains with dramatic peaks and valleys,61.24,an image of a towering mountain surrounded by lush forests,8.87,a photo of a distant mountain framed by rolling hills,8.41
봉수대_황령산 봉수대_1678.jpg,an image of misty mountains with dramatic peaks and valleys,51.1,an image of a towering mountain surrounded by lush forests,16.58,a photo of a distant mountain framed by rolling hills,13.84
봉수대_황령산 봉수대_1679.jpg,A photo of a bridge spanning a wide river.,35.49,An image of a bridge shrouded in morning mist.,23.9,a photo of a rope bridge over a lush valley,13.0
뷔페_서울신라호텔 더 파크뷰_34.jpg,An image of sleek elevator doors in a modern building.,26.75,an image of a spacious elevator lobby with contemporary decor,25.0,An image of closed elevator doors with a digital floor display.,11.01
뷔페_서울신라호텔 더 파크뷰_35.jpg,An image of sushi bar featuring chefs preparing nigiri.,83.36,An image of sushi bar with vibrant sushi platters presented.,6.61,a photo of chefs working in a bustling restaurant kitchen,2.79
뷔페_서울신라호텔 더 파크뷰_36.jpg,an image of a delicatessen featuring gourmet cheeses,39.91,a photo of a delicatessen with assorted cured meats,20.22,A photo of elegant table settings in a fine dining restaurant.,9.02
브런치빈_브런치빈 삼산점_1034.jpg,a photo of a delicatessen display with fresh salads,52.96,a photo of a delicatessen with assorted cured meats,40.87,a photo of a delicatessen counter filled with sandwich ingredients,2.1
브런치빈_브런치빈 송파점_13.jpg,a photo of a delicatessen display with fresh salads,58.31,a photo of a delicatessen with assorted cured meats,17.86,a photo of a delicatessen counter filled with sandwich ingredients,16.16
"사당,제단_오랑대_1689.jpg",A photo of a lighthouse on a rocky coastline.,52.11,a photo of a lighthouse standing on the rugged coast,23.82,A photo of a lighthouse surrounded by crashing waves.,18.48
"사당,제단_종묘_250.jpg",an image of a quiet promenade with benches and lamps,47.75,a photo of a park with lush green trees,12.11,a photo of a tree-lined promenade under clear skies,11.34
"사당,제단_종묘_251.jpg",A photo of a skyscraper standing tall amidst other buildings.,18.82,An image of downtown with a lively weekend market.,14.92,An image of a modern skyscraper with geometric designs.,13.11
"사당,제단_종묘_252.jpg",A photo of a modern ticket booth with digital screens.,66.52,An image of a vintage ticket booth with ornate details.,14.87,A photo of flight information screens in an airport terminal.,14.86
"사당,제단_참성단_1256.jpg",an image of cliffs overlooking a vast ocean coast,48.56,an image of waves crashing on a rocky coast,30.33,an image of a crystal-clear swimming pool outdoors,6.2
"사당,제단_참성단_1257.jpg",a photo of martial artists practicing in a gym,69.0,an image of an igloo with a frosty entrance,9.39,an image of an igloo surrounded by white snow,7.98
"사당,제단_참성단_1258.jpg",a photo of an empty amphitheater with tiered stone seating,39.67,an image of an amphitheater with a central stage and arches,20.66,a photo of an ancient stone amphitheater under clear skies,14.52
"산성,성곽_금정산성 동문_1686.jpg",An image of diners enjoying a sunny restaurant patio.,79.65,a photo of a vibrant beer garden filled with laughter,5.75,An image of tents set up at a peaceful campsite.,4.79
"산성,성곽_금정산성 동문_1687.jpg",A photo of a large parking lot surrounded by trees.,27.8,A photo of a busy parking lot with various cars.,12.97,An image of cars parked in a spacious outdoor garage.,10.33
"산성,성곽_금정산성 동문_1688.jpg",An image of a gas station in a rural area.,62.12,a photo of a lush valley surrounded by mountains,12.88,A photo of a gas station under a clear sky.,10.83
"산성,성곽_남한산성_761.jpg",An image of vibrant cloth rolls lining a store aisle.,41.57,An image of various textiles displayed in a fabric store.,22.3,An image of a child's room featuring bright wall art.,16.29
"산성,성곽_남한산성_762.jpg",an image of a winding trail in the forest,44.0,A photo of a narrow mountain path through dense forest.,22.79,An image of a misty mountain path surrounded by trees.,9.88
