파일명,소분류1,확률1(%),소분류2,확률2(%),소분류3,확률3(%)
한식_골목보리밥_1385.jpg,bakery courtyard with rustic charm,45.1,charming cobblestone street to bakery,31.14,bakery nestled in snowy village,8.58
한식_골목보리밥_1387.jpg,Seasonal produce in abundance,52.76,Artisanal crafts from local vendors,17.27,Scenic view from restaurant balcony,8.44
한식_골목순대국밥집_1374.jpg,quaint bakery facade with flowers,34.32,bakery nestled in snowy village,23.58,early morning light on bakery sign,15.41
한식_연탄골목_911.jpg,sunlight streaming on bakery entrance,20.82,Cozy outdoor seating with lanterns,18.64,bakery amidst autumn foliage,12.77
한식_연탄골목_912.jpg,Charming entrance with vintage signage,40.75,colorful bar with neon lights,19.59,historic bar with vintage signage,15.16
한식_연탄골목_913.jpg,Baskets overflowing with spices,66.63,Market signs in vibrant colors,31.29,Seasonal produce in abundance,0.87
한식뷔페_골목한식뷔페_1367.jpg,Market signs in vibrant colors,59.41,Baskets overflowing with spices,12.99,Historic street view from doorway,9.28
한식뷔페_골목한식뷔페_1368.jpg,Seasonal produce in abundance,31.94,sunlight streaming on bakery entrance,15.65,bakery nestled in snowy village,12.84
한식뷔페_골목한식뷔페_1369.jpg,quaint bakery facade with flowers,72.03,charming cobblestone street to bakery,8.27,early morning light on bakery sign,6.46
"해물,생선_골목안집_1816.jpg",Festival banners waving in the breeze,85.47,Festival grounds under starry sky,9.77,Traditional festival decorations up close,1.69
"해물,생선_골목안집_1817.jpg",Seasonal produce in abundance,43.4,Artisanal crafts from local vendors,17.19,Baskets overflowing with spices,15.8
"해물,생선_골목안채_887.jpg",bar nestled in mountain village,50.19,hidden bar in urban courtyard,23.51,quaint bar in cobblestone alley,17.72
"해물,생선_골목안채_888.jpg",Charming entrance with vintage signage,16.9,Historic architecture in museum courtyard,14.81,Historic street view from doorway,14.61
"해물,생선_골목안채_889.jpg",bar nestled in mountain village,66.5,hidden bar in urban courtyard,13.42,bar with sprawling vineyard view,9.62
"해물,생선_골목쭈꾸미_1825.jpg",bar nestled in mountain village,26.72,historic bar with vintage signage,17.25,Market entrance with traditional decor,12.36
"해물,생선_골목쭈꾸미_1826.jpg",Market signs in vibrant colors,73.64,Baskets overflowing with spices,10.24,Artisanal crafts from local vendors,5.52
"해물,생선_오빠가찜해줄께 부산본점_1666.jpg",hidden bar in urban courtyard,25.65,bar with sprawling vineyard view,22.32,Cozy outdoor seating with lanterns,20.51
"해물,생선_오빠가찜해줄께 부산본점_1667.jpg",bar nestled in mountain village,35.36,colorful bar with neon lights,17.17,hidden bar in urban courtyard,8.6
"향교,서당_교동향교_1259.jpg",ancient gate framed by trees,49.48,Vintage amusement park entrance sign,20.91,Temple entrance with ornate details,8.99
"향교,서당_교동향교_1260.jpg",stream flowing through lush forest,24.9,trail winding through rocky terrain,16.32,icy river in winter landscape,8.14
"향교,서당_교동향교_1261.jpg",trail winding through rocky terrain,43.39,snow-dusted trail in winter,18.81,trail leading to hidden waterfall,8.31
"향교,서당_동래향교_1704.jpg",Temple courtyard surrounded by gardens,90.2,Temple tower framed by lush trees,2.39,Temple entrance with ornate details,1.81
"향교,서당_동래향교_1705.jpg",Tropical aviary with vibrant birds,94.77,Butterflies fluttering over flowers,3.74,Majestic peacock displaying feathers,0.43
"향교,서당_동래향교_1706.jpg",artistic gallery entrance detail,45.43,gallery surrounded by blooming gardens,12.92,Ornate museum entrance details,7.43
호수_석촌호수 서호_136.jpg,Sunrise over coastal tower landscape,68.72,Golden hour light on ancient tower,15.54,sunrise over the masts,4.32
호수_석촌호수 서호_138.jpg,Festival grounds under starry sky,94.8,Blooming flower beds in spring,4.03,Festival banners waving in the breeze,0.39
"호프,요리주점_골목_1803.jpg",Penguins playing by the waterfall,22.84,Zebras grazing on open field,21.38,Cozy outdoor seating with lanterns,14.05
"호프,요리주점_골목_1804.jpg",Colorful festival flags against blue sky,48.84,Festival banners waving in the breeze,35.4,Cultural symbols adorning festival entrance,8.53
"호프,요리주점_골목_1805.jpg",Festival banners waving in the breeze,86.18,Colorful festival flags against blue sky,7.47,Festival grounds under starry sky,3.49
