사진번호,파일명,라벨1,확률1(%),라벨2,확률2(%),라벨3,확률3(%),라벨4,확률4(%),라벨5,확률5(%)
983,테마파크_태종대오션플라잉테마파크_1742.jpg,balcony/exterior,32.06,office_building,15.87,building_facade,9.56,embassy,7.21,hospital,6.81
984,테마파크_트릭아이뮤지엄_300.jpg,childs_room,73.57,aquarium,4.62,underwater/ocean_deep,4.25,art_studio,2.93,ice_floe,1.5
985,테마파크_트릭아이뮤지엄_301.jpg,shopfront,91.7,diner/outdoor,0.84,fastfood_restaurant,0.84,pharmacy,0.67,hospital,0.63
986,테마파크_파라다이스시티 원더박스_1280.jpg,amusement_park,27.91,science_museum,19.54,amusement_arcade,11.34,arena/performance,10.33,stage/indoor,9.25
987,테마파크_파라다이스시티 원더박스_1281.jpg,amusement_arcade,71.34,toyshop,13.78,carrousel,2.9,candy_store,2.63,amusement_park,1.9
988,테마파크_퍼스트가든_815.jpg,arcade,38.64,medina,13.81,plaza,7.55,alley,5.31,street,4.48
989,테마파크_퍼스트가든_817.jpg,gazebo/exterior,92.65,pavilion,2.88,mosque/outdoor,0.63,mausoleum,0.58,botanical_garden,0.44
990,테마파크시설_롯데월드어드벤처 부산점 자이언트디거_1751.jpg,drugstore,40.29,sky,16.25,pharmacy,8.26,kennel/outdoor,3.91,reception,3.85
991,테마파크시설_어린이대공원 능동숲속의무대_312.jpg,amphitheater,41.56,stadium/football,23.41,stadium/soccer,13.96,stadium/baseball,6.24,football_field,3.03
992,테마파크시설_어린이대공원 능동숲속의무대_313.jpg,racecourse,45.95,football_field,13.83,bullring,13.55,stadium/football,12.08,stadium/soccer,9.64
993,테마파크시설_어린이대공원 능동숲속의무대_314.jpg,baseball_field,21.38,golf_course,20.44,stadium/baseball,9.99,legislative_chamber,8.99,soccer_field,8.53
994,테마파크시설_어린이대공원 팔각당_318.jpg,pagoda,76.85,temple/asia,13.67,pavilion,2.1,palace,1.85,gazebo/exterior,1.44
995,한식_골목보리밥_1385.jpg,delicatessen,55.37,bakery/shop,19.44,ice_cream_parlor,12.91,coffee_shop,3.76,candy_store,2.22
996,한식_골목보리밥_1387.jpg,nursery,29.29,bakery/shop,15.6,hospital_room,12.54,ice_cream_parlor,11.55,childs_room,11.12
997,한식_골목순대국밥집_1374.jpg,shopfront,36.04,pet_shop,18.77,hardware_store,5.71,fastfood_restaurant,5.39,candy_store,5.02
998,한식_연탄골목_911.jpg,beer_hall,19.38,cafeteria,16.99,food_court,13.32,restaurant,12.38,bazaar/indoor,5.76
999,한식_연탄골목_912.jpg,shopfront,59.57,fastfood_restaurant,9.07,candy_store,8.15,ticket_booth,8.1,diner/outdoor,2.44
1000,한식_연탄골목_913.jpg,candy_store,49.61,supermarket,22.05,delicatessen,12.15,department_store,2.57,market/outdoor,1.85
1001,한식뷔페_골목한식뷔페_1367.jpg,delicatessen,32.44,supermarket,17.74,department_store,5.83,hardware_store,5.41,general_store/indoor,4.33
1002,한식뷔페_골목한식뷔페_1368.jpg,pet_shop,19.02,pantry,18.79,bakery/shop,18.51,candy_store,10.47,ice_cream_parlor,6.19
1003,한식뷔페_골목한식뷔페_1369.jpg,shopfront,26.03,diner/outdoor,17.0,fastfood_restaurant,8.51,general_store/outdoor,8.5,airport_terminal,2.74
1004,"해물,생선_골목안집_1816.jpg",ticket_booth,57.59,booth/indoor,29.23,pharmacy,2.76,drugstore,1.82,butchers_shop,1.27
1005,"해물,생선_골목안집_1817.jpg",bakery/shop,88.79,pizzeria,3.63,delicatessen,3.45,fastfood_restaurant,1.84,coffee_shop,1.06
1006,"해물,생선_골목안채_887.jpg",ticket_booth,16.03,diner/outdoor,13.84,alley,10.04,motel,5.28,phone_booth,3.64
1007,"해물,생선_골목안채_888.jpg",booth/indoor,86.37,ticket_booth,1.68,bookstore,1.64,museum/indoor,1.34,science_museum,1.06
1008,"해물,생선_골목안채_889.jpg",artists_loft,37.67,jail_cell,25.66,basement,9.37,attic,3.64,alcove,3.19
1009,"해물,생선_골목쭈꾸미_1825.jpg",operating_room,11.84,repair_shop,8.3,basement,7.55,phone_booth,5.72,coffee_shop,5.16
1010,"해물,생선_골목쭈꾸미_1826.jpg",ice_cream_parlor,30.08,fastfood_restaurant,16.46,booth/indoor,13.54,kindergarden_classroom,5.62,amusement_arcade,4.52
1011,"해물,생선_오빠가찜해줄께 부산본점_1666.jpg",bakery/shop,48.05,delicatessen,20.54,ice_cream_parlor,15.07,coffee_shop,3.84,candy_store,3.73
1012,"해물,생선_오빠가찜해줄께 부산본점_1667.jpg",ice_cream_parlor,60.2,bakery/shop,13.07,delicatessen,10.94,candy_store,5.38,pantry,4.16
1013,"향교,서당_교동향교_1259.jpg",motel,10.82,parking_lot,7.13,desert_road,6.8,gas_station,6.19,highway,4.37
1014,"향교,서당_교동향교_1260.jpg",trench,97.92,excavation,0.36,badlands,0.24,hayfield,0.21,forest_path,0.19
1015,"향교,서당_교동향교_1261.jpg",zen_garden,43.93,forest_road,13.71,cemetery,12.51,driveway,4.68,forest_path,3.08
1016,"향교,서당_동래향교_1704.jpg",temple/asia,64.84,pagoda,24.78,pavilion,2.43,gazebo/exterior,1.41,japanese_garden,0.65
1017,"향교,서당_동래향교_1705.jpg",florist_shop/indoor,80.88,botanical_garden,14.67,vegetable_garden,1.7,field_road,1.29,orchard,0.56
1018,"향교,서당_동래향교_1706.jpg",booth/indoor,53.91,pharmacy,7.28,elevator_lobby,7.09,reception,6.66,drugstore,3.45
1019,호수_석촌호수 서호_136.jpg,skyscraper,47.51,tower,19.19,downtown,12.99,office_building,9.21,sky,3.06
1020,호수_석촌호수 서호_138.jpg,park,34.96,beer_garden,18.0,campus,17.89,amphitheater,7.8,picnic_area,4.15
1021,"호프,요리주점_골목_1803.jpg",amusement_arcade,40.84,drugstore,22.24,recreation_room,5.11,pharmacy,4.08,candy_store,3.6
1022,"호프,요리주점_골목_1804.jpg",amusement_arcade,38.71,drugstore,22.63,recreation_room,5.11,pharmacy,4.28,candy_store,3.5
1023,"호프,요리주점_골목_1805.jpg",nursery,39.19,playroom,28.99,kindergarden_classroom,19.64,childs_room,4.66,natural_history_museum,1.12
